event_id,user_id,mode,game_name,learning_time_ms,number_range,start,end,skill_id,type
29514,787,END_OF_NR,Comparison,3052.0,R100,2021-05-10T16:05:44.818Z,2021-05-10T16:05:48.934Z,103.0,task
29515,787,END_OF_NR,Estimation,1985.0,R100,2021-05-15T15:38:15.223Z,2021-05-15T15:38:18.244Z,95.0,task
29517,787,END_OF_NR,Comparison,1187.0,R100,2021-05-21T11:45:46.697Z,2021-05-21T11:45:49.156Z,94.0,task
29518,787,END_OF_NR,Distance,38150.0,R100,2021-05-26T16:30:26.647Z,2021-05-26T16:31:04.999Z,104.0,task
29519,787,END_OF_NR,Landing,6775.0,R100,2021-05-27T11:38:36.011Z,2021-05-27T11:38:44.199Z,110.0,task
29520,787,END_OF_NR,Estimation,1687.0,R100,2021-05-31T17:32:08.223Z,2021-05-31T17:32:11.222Z,95.0,task
29521,787,END_OF_NR,Landing,6112.0,R100,2021-06-06T18:48:24.061Z,2021-06-06T18:48:34.293Z,108.0,task
29522,787,END_OF_NR,Landing,6075.0,R100,2021-06-12T16:45:24.163Z,2021-06-12T16:45:33.877Z,112.0,task
29523,787,END_OF_NR,Distance,63554.0,R100,2021-06-19T11:23:43.733Z,2021-06-19T11:25:29.053Z,105.0,task
29524,787,END_OF_NR,Comparison,1472.0,R100,2021-07-01T12:50:07.655Z,2021-07-01T12:50:12.015Z,94.0,task
29525,787,END_OF_NR,Distance,21036.0,R100,2021-07-13T11:49:06.922Z,2021-07-13T11:51:21.299Z,105.0,task
29526,787,END_OF_NR,Shelf: random height,9818.0,R20,2021-07-13T12:24:01.067Z,2021-07-13T12:24:10.986Z,75.0,task
29527,788,NORMAL,Comparison,1968.0,R100,2021-03-04T08:03:43.101Z,2021-03-04T08:03:48.158Z,94.0,task
29529,788,NORMAL,Landing,6059.0,R100,2021-03-16T10:06:32.827Z,2021-03-16T10:06:40.946Z,108.0,task
29531,788,NORMAL,Landing,6046.0,R100,2021-03-16T10:16:00.241Z,2021-03-16T10:16:19.163Z,109.0,task
29533,788,NORMAL,Calculator,11589.0,R100,2021-03-16T10:21:22.475Z,2021-03-16T10:21:34.217Z,117.0,task
29535,788,NORMAL,Calculator,12723.0,R100,2021-03-16T10:23:03.163Z,2021-03-16T10:23:16.044Z,121.0,task
29536,788,NORMAL,Calculator,15247.0,R100,2021-03-16T10:25:16.274Z,2021-03-16T10:25:31.731Z,121.0,task
29538,788,NORMAL,Landing,6300.0,R100,2021-03-17T14:03:14.445Z,2021-03-17T14:03:23.344Z,109.0,task
29539,788,NORMAL,Calculator,12604.0,R100,2021-03-17T14:17:55.401Z,2021-03-17T14:18:08.195Z,121.0,task
29540,788,NORMAL,Landing,7549.0,R100,2021-03-18T13:00:59.307Z,2021-03-18T13:01:24.490Z,111.0,task
29541,788,NORMAL,Calculator,75933.0,R100,2021-03-18T13:14:44.631Z,2021-03-18T13:16:00.853Z,122.0,task
29543,788,NORMAL,Landing,6047.0,R100,2021-03-22T07:08:20.287Z,2021-03-22T07:08:29.685Z,112.0,task
29544,788,NORMAL,Calculator,62129.0,R100,2021-03-22T16:08:05.758Z,2021-03-22T16:09:07.213Z,132.0,task
29545,788,END_OF_NR,Landing,7641.0,R100,2021-03-24T16:56:57.840Z,2021-03-24T16:57:30.659Z,111.0,task
29548,788,END_OF_NR,Landing,6182.0,R100,2021-03-31T05:13:32.143Z,2021-03-31T05:13:42.831Z,112.0,task
29549,788,END_OF_NR,Distance,85375.0,R100,2021-03-31T05:22:13.237Z,2021-03-31T05:23:43.042Z,104.0,task
29550,788,END_OF_NR,Comparison,3288.0,R100,2021-03-31T05:25:14.662Z,2021-03-31T05:25:24.893Z,103.0,task
29551,788,NORMAL,Calculator,67335.0,R100,2021-03-31T11:04:20.827Z,2021-03-31T11:05:37.637Z,133.0,task
29552,788,END_OF_NR,Distance,88129.0,R100,2021-04-07T15:03:27.322Z,2021-04-07T15:04:55.690Z,104.0,task
29553,788,NORMAL,Calculator,28817.0,R100,2021-04-07T15:09:51.518Z,2021-04-07T15:10:59.072Z,133.0,task
29555,788,END_OF_NR,Distance,16143.0,R100,2021-04-13T16:00:48.727Z,2021-04-13T16:01:04.901Z,104.0,task
29557,788,END_OF_NR,Distance,9530.0,R100,2021-04-15T16:54:11Z,2021-04-15T16:54:20.508Z,104.0,task
29558,788,END_OF_NR,Landing,6251.0,R100,2021-04-19T15:44:30.803Z,2021-04-19T15:44:38.966Z,109.0,task
29559,788,NORMAL,Scale: Subtraction,14250.0,R100,2021-04-19T15:57:27.726Z,2021-04-19T15:57:42.029Z,136.0,task
29561,788,END_OF_NR,Conversion,10323.0,R100,2021-04-21T06:23:14.185Z,2021-04-21T06:23:24.727Z,98.0,task
29563,788,END_OF_NR,Conversion,23734.0,R100,2021-04-23T06:17:26.470Z,2021-04-23T06:17:50.496Z,97.0,task
29564,788,END_OF_NR,Comparison,924.0,R100,2021-05-04T14:46:29.875Z,2021-05-04T14:46:32.317Z,94.0,task
29566,789,NORMAL,Subitizing,3139.0,R10,2022-03-26T15:31:56.373Z,2022-03-26T15:33:47.760Z,1.0,task
29567,789,NORMAL,Subitizing,4173.0,R10,2022-04-05T15:11:33.063Z,2022-04-05T15:11:40.531Z,1.0,task
29568,789,NORMAL,Scale: Decomposition,54490.0,R10,2022-04-05T15:48:52.607Z,2022-04-05T15:50:01.073Z,21.0,task
29570,789,FREE_TRAINING,Comparison,4153.0,R10,2022-09-15T07:29:11.811Z,2022-09-15T07:30:10.676Z,0.0,task
29571,790,NORMAL,Subitizing,12659.0,R10,2019-09-25T06:01:39.479Z,2019-09-25T06:02:52.255Z,1.0,task
29572,790,NORMAL,Comparison,4051.0,R10,2019-09-27T06:00:07.526Z,2019-09-27T06:00:14.918Z,12.0,task
29573,790,NORMAL,Landing,6075.0,R10,2019-10-23T06:05:14.918Z,2019-10-23T06:05:41.303Z,18.0,task
29574,790,NORMAL,Landing,6086.0,R10,2019-10-25T06:02:46.979Z,2019-10-25T06:03:00.230Z,17.0,task
29575,790,NORMAL,Landing,6081.0,R10,2019-10-30T07:06:38.355Z,2019-10-30T07:06:50.175Z,18.0,task
29576,790,NORMAL,Comparison,2468.0,R10,2019-11-06T06:59:05.668Z,2019-11-06T06:59:09.563Z,12.0,task
29577,790,NORMAL,Landing,6075.0,R10,2019-11-08T07:02:39.627Z,2019-11-08T07:02:50.627Z,17.0,task
29578,790,NORMAL,Comparison,1680.0,R20,2019-11-11T12:38:57.445Z,2019-11-11T12:39:01.173Z,33.0,task
29579,790,NORMAL,Conversion,16299.0,R20,2019-11-13T06:58:16.013Z,2019-11-13T06:58:32.972Z,38.0,task
29580,790,NORMAL,Landing,6088.0,R20,2019-11-15T06:57:40.187Z,2019-11-15T06:57:50.636Z,49.0,task
29581,790,NORMAL,Landing,6111.0,R20,2019-11-22T07:05:53.013Z,2019-11-22T07:06:04.606Z,49.0,task
29582,790,NORMAL,Landing,6082.0,R20,2019-11-27T06:59:02.607Z,2019-11-27T07:00:41.809Z,49.0,task
29583,790,END_OF_NR,Landing,6083.0,R20,2019-11-29T06:58:05.461Z,2019-11-29T06:58:28.550Z,49.0,task
29584,790,END_OF_NR,Conversion,9936.0,R20,2019-12-02T12:32:43.743Z,2019-12-02T12:32:53.881Z,38.0,task
29585,790,END_OF_NR,Distance,20529.0,R20,2019-12-04T07:02:10.130Z,2019-12-04T07:02:31.199Z,44.0,task
29586,790,END_OF_NR,Distance,9078.0,R20,2019-12-06T07:00:50.867Z,2019-12-06T07:01:00.216Z,44.0,task
29587,790,END_OF_NR,Landing,6096.0,R20,2019-12-11T06:55:56.988Z,2019-12-11T06:56:05.737Z,48.0,task
29588,790,END_OF_NR,Comparison,1552.0,R20,2019-12-13T06:56:56.156Z,2019-12-13T06:57:00.218Z,43.0,task
29589,790,END_OF_NR,Order,65263.0,R20,2019-12-16T12:49:10.377Z,2019-12-16T12:50:15.936Z,46.0,task
29590,790,END_OF_NR,Comparison,1240.0,R20,2019-12-18T06:56:39.865Z,2019-12-18T06:56:43.278Z,33.0,task
29591,790,END_OF_NR,Secret Number,41187.0,R20,2019-12-20T06:58:35.456Z,2019-12-20T06:59:16.922Z,47.0,task
29592,790,END_OF_NR,Conversion,61167.0,R20,2020-01-06T12:48:22.112Z,2020-01-06T12:49:23.479Z,38.0,task
29593,790,END_OF_NR,Landing,6082.0,R20,2020-01-08T07:00:45.777Z,2020-01-08T07:00:53.901Z,50.0,task
29594,790,END_OF_NR,Conversion,8053.0,R20,2020-01-10T06:57:54.227Z,2020-01-10T06:58:02.494Z,37.0,task
29595,790,END_OF_NR,Comparison,6550.0,R20,2020-01-13T12:32:03.157Z,2020-01-13T12:32:16.939Z,42.0,task
29596,790,END_OF_NR,Landing,6072.0,R20,2020-01-15T06:53:29.012Z,2020-01-15T06:53:38.332Z,48.0,task
29597,790,END_OF_NR,Conversion,15970.0,R20,2020-01-17T06:55:39.740Z,2020-01-17T06:55:55.968Z,37.0,task
29598,790,END_OF_NR,Comparison,2947.0,R20,2020-01-22T07:01:16.863Z,2020-01-22T07:01:27.963Z,43.0,task
29599,790,END_OF_NR,Conversion,31450.0,R20,2020-02-03T12:31:35.154Z,2020-02-03T12:32:06.857Z,37.0,task
29600,790,END_OF_NR,Distance,12299.0,R20,2020-02-05T07:01:54.802Z,2020-02-05T07:02:07.316Z,44.0,task
29601,790,END_OF_NR,Comparison,1317.0,R20,2020-02-07T06:54:51.848Z,2020-02-07T06:54:55.117Z,33.0,task
29602,790,END_OF_NR,Conversion,5305.0,R20,2020-02-12T06:40:26.478Z,2020-02-12T06:40:32.011Z,36.0,task
29603,790,END_OF_NR,Distance,19750.0,R20,2020-02-14T06:38:44.547Z,2020-02-14T06:39:04.546Z,44.0,task
29604,790,END_OF_NR,Conversion,6090.0,R20,2020-02-17T12:28:19.463Z,2020-02-17T12:28:25.866Z,38.0,task
29605,790,END_OF_NR,Distance,19044.0,R20,2020-02-19T06:41:51.504Z,2020-02-19T06:42:10.790Z,45.0,task
29606,790,END_OF_NR,Comparison,1352.0,R20,2020-02-21T06:42:54.316Z,2020-02-21T06:43:00.019Z,33.0,task
29607,790,END_OF_NR,Distance,45653.0,R20,2020-02-24T12:32:46.946Z,2020-02-24T12:33:32.843Z,44.0,task
29608,790,END_OF_NR,Estimation on Number Line,3713.0,R20,2020-02-26T06:36:01.452Z,2020-02-26T06:36:05.403Z,39.0,task
29609,790,END_OF_NR,Order,16492.0,R20,2020-03-02T12:34:56.330Z,2020-03-02T12:35:13.043Z,46.0,task
29610,790,END_OF_NR,Comparison,3687.0,R20,2020-03-04T06:39:57.892Z,2020-03-04T06:40:04.379Z,42.0,task
29611,790,END_OF_NR,Order,3048.0,R20,2020-03-06T06:40:07.131Z,2020-03-06T06:40:10.375Z,46.0,task
29612,790,END_OF_NR,Comparison,2411.0,R20,2020-03-11T06:42:11.759Z,2020-03-11T06:42:16.689Z,33.0,task
29613,790,END_OF_NR,Estimation on Number Line,8208.0,R20,2020-03-13T06:39:01.224Z,2020-03-13T06:39:09.684Z,39.0,task
29614,790,END_OF_NR,Conversion,7170.0,R20,2020-05-12T07:12:34.243Z,2020-05-12T07:12:41.590Z,36.0,task
29620,790,END_OF_NR,Conversion,6535.0,R20,2020-05-12T07:25:19.025Z,2020-05-12T07:25:25.754Z,36.0,task
29621,790,END_OF_NR,Conversion,10696.0,R20,2020-05-14T06:05:23.903Z,2020-05-14T06:05:34.802Z,36.0,task
29622,790,END_OF_NR,Comparison,4634.0,R20,2020-05-14T07:08:57.948Z,2020-05-14T07:09:05.701Z,42.0,task
29623,790,END_OF_NR,Distance,20389.0,R20,2020-05-19T06:41:28.303Z,2020-05-19T06:41:51.037Z,45.0,task
29624,790,END_OF_NR,Landing,6100.0,R20,2020-05-26T06:33:24.248Z,2020-05-26T06:33:31.935Z,50.0,task
29625,790,END_OF_NR,Distance,13795.0,R20,2020-05-28T06:59:47.266Z,2020-05-28T07:00:01.363Z,45.0,task
29626,790,END_OF_NR,Comparison,2313.0,R20,2020-06-02T07:30:31.513Z,2020-06-02T07:30:38.968Z,43.0,task
29627,790,END_OF_NR,Conversion,7111.0,R20,2020-06-04T06:14:14.801Z,2020-06-04T06:14:22.098Z,35.0,task
29628,790,END_OF_NR,Landing,6096.0,R20,2020-06-08T11:13:49.808Z,2020-06-08T11:13:58.382Z,48.0,task
29629,790,END_OF_NR,Landing,6073.0,R20,2020-06-10T06:03:24.941Z,2020-06-10T06:03:32.438Z,49.0,task
29630,790,END_OF_NR,Secret Number,26163.0,R20,2020-06-12T06:01:29.134Z,2020-06-12T06:01:55.526Z,47.0,task
29631,790,END_OF_NR,Distance,6013.0,R20,2020-06-15T11:39:26.815Z,2020-06-15T11:39:33.077Z,44.0,task
29632,790,END_OF_NR,Conversion,11236.0,R20,2020-06-17T06:00:54.714Z,2020-06-17T06:01:06.197Z,37.0,task
29633,790,END_OF_NR,Conversion,6737.0,R20,2020-06-19T05:57:02.655Z,2020-06-19T05:57:09.730Z,37.0,task
29634,790,END_OF_NR,Estimation on Number Line,11407.0,R20,2020-06-22T11:43:12.542Z,2020-06-22T11:43:24.424Z,39.0,task
29635,790,END_OF_NR,Conversion,5888.0,R20,2020-06-24T05:59:25.700Z,2020-06-24T05:59:31.816Z,37.0,task
29636,790,END_OF_NR,Landing,7839.0,R20,2020-06-26T06:03:28.828Z,2020-06-26T06:03:39.883Z,51.0,task
29637,790,END_OF_NR,Landing,6084.0,R20,2020-07-01T05:58:02.008Z,2020-07-01T05:58:11.087Z,50.0,task
29639,790,END_OF_NR,Distance,12568.0,R10,2020-08-18T13:05:04.575Z,2020-08-18T13:05:17.261Z,0.0,task
29640,790,END_OF_NR,Estimation on Number Line,8309.0,R20,2020-08-25T13:05:11.077Z,2020-08-25T13:05:59.432Z,39.0,task
29641,790,END_OF_NR,Comparison,1762.0,R20,2020-09-01T12:57:04.678Z,2020-09-01T12:57:08.869Z,42.0,task
29642,790,END_OF_NR,Comparison,1244.0,R20,2020-09-08T12:56:49.401Z,2020-09-08T12:56:58.033Z,33.0,task
29643,790,END_OF_NR,Landing,7016.0,R20,2020-09-15T12:36:08.004Z,2020-09-15T12:36:16.382Z,51.0,task
29644,790,END_OF_NR,Comparison,1295.0,R20,2020-09-22T12:37:14.819Z,2020-09-22T12:37:25.363Z,33.0,task
29645,790,END_OF_NR,Order,5427.0,R20,2020-10-20T12:37:46.416Z,2020-10-20T12:37:51.997Z,46.0,task
29646,790,END_OF_NR,Conversion,5736.0,R20,2020-10-27T13:47:55.902Z,2020-10-27T13:48:01.845Z,36.0,task
29647,790,END_OF_NR,Conversion,11963.0,R20,2020-11-03T14:04:11.563Z,2020-11-03T14:04:23.678Z,36.0,task
29648,790,END_OF_NR,Landing,6083.0,R20,2020-11-17T13:38:03.484Z,2020-11-17T13:38:10.770Z,50.0,task
29649,790,END_OF_NR,Distance,14972.0,R20,2020-11-24T13:53:40.688Z,2020-11-24T13:53:55.804Z,44.0,task
29650,790,NORMAL,Estimation,3935.0,R100,2020-12-01T13:32:15.831Z,2020-12-01T13:32:20.931Z,95.0,task
29651,790,NORMAL,Landing,7636.0,R100,2020-12-08T13:37:18.751Z,2020-12-08T13:37:30.714Z,111.0,task
29652,791,NORMAL,Subitizing,7934.0,R10,2019-01-27T10:25:10.477Z,2019-01-27T10:26:54.929Z,1.0,task
29657,793,NORMAL,Subitizing,25895.0,R10,2019-10-24T12:04:21.751Z,2019-10-24T12:05:10.227Z,1.0,task
29658,793,NORMAL,Conversion,44590.0,R10,2019-10-29T07:14:49.723Z,2019-10-29T07:15:34.558Z,4.0,task
29659,793,NORMAL,Landing,6303.0,R10,2019-10-31T13:06:40.273Z,2019-10-31T13:06:56.973Z,18.0,task
29660,793,NORMAL,Conversion,18511.0,R20,2019-11-05T07:16:06.163Z,2019-11-05T07:16:24.881Z,38.0,task
29661,793,NORMAL,Landing,8848.0,R20,2019-11-07T12:58:46.987Z,2019-11-07T12:58:59.707Z,51.0,task
29662,793,END_OF_NR,Estimation on Number Line,16622.0,R20,2019-11-12T16:26:37.946Z,2019-11-12T16:26:57.171Z,39.0,task
29663,793,END_OF_NR,Conversion,13686.0,R20,2019-11-13T06:25:32.724Z,2019-11-13T06:25:46.604Z,37.0,task
29664,793,END_OF_NR,Estimation on Number Line,13759.0,R20,2019-12-02T09:20:37.453Z,2019-12-02T09:20:51.426Z,39.0,task
29665,793,NORMAL,Conversion,14405.0,R100,2019-12-03T07:17:00.598Z,2019-12-03T07:17:15.240Z,97.0,task
29666,793,NORMAL,Landing,7784.0,R100,2019-12-04T06:25:31.160Z,2019-12-04T06:25:44.364Z,110.0,task
29667,793,NORMAL,Landing,9031.0,R100,2019-12-06T09:20:31.988Z,2019-12-06T09:20:48.322Z,111.0,task
29668,793,NORMAL,Write as multiplication,39359.0,R20,2019-12-06T21:49:13.384Z,2019-12-06T21:49:58.048Z,73.0,task
29669,793,END_OF_NR,Conversion,16913.0,R100,2019-12-08T18:30:02.154Z,2019-12-08T18:30:29.658Z,97.0,task
29670,793,END_OF_NR,Landing,6230.0,R100,2019-12-11T06:25:34.060Z,2019-12-11T06:25:41.897Z,112.0,task
29671,793,END_OF_NR,Distance,34989.0,R100,2019-12-12T09:30:35.082Z,2019-12-12T09:31:10.284Z,105.0,task
29672,793,NORMAL,Write as multiplication,46107.0,R20,2019-12-12T13:01:13.658Z,2019-12-12T13:01:59.870Z,73.0,task
29673,793,END_OF_NR,Landing,6184.0,R100,2020-01-06T07:26:32.816Z,2020-01-06T07:26:41.270Z,112.0,task
29674,793,END_OF_NR,Estimation on Number Line,7362.0,R100,2020-01-07T07:14:38.458Z,2020-01-07T07:14:46.027Z,100.0,task
29675,793,END_OF_NR,Comparison,2373.0,R100,2020-01-12T09:46:23.496Z,2020-01-12T09:46:32.097Z,94.0,task
29676,793,END_OF_NR,Landing,6644.0,R100,2020-01-15T06:25:48.552Z,2020-01-15T06:25:57.223Z,112.0,task
29677,793,END_OF_NR,Comparison,3735.0,R100,2020-01-16T13:09:33.687Z,2020-01-16T13:10:51.934Z,103.0,task
29678,793,END_OF_NR,Order,4798.0,R100,2020-01-17T09:20:47.276Z,2020-01-17T09:20:52.316Z,106.0,task
29679,793,END_OF_NR,Landing,6101.0,R100,2020-01-18T16:04:26.941Z,2020-01-18T16:05:01.607Z,108.0,task
29680,793,END_OF_NR,Conversion,6681.0,R100,2020-01-19T13:29:29.240Z,2020-01-19T13:29:36.150Z,99.0,task
29681,793,END_OF_NR,Distance,15012.0,R100,2020-01-22T06:25:32.654Z,2020-01-22T06:25:47.903Z,105.0,task
29682,793,END_OF_NR,Landing,6452.0,R100,2020-01-23T12:58:47.699Z,2020-01-23T12:58:56.467Z,109.0,task
29683,793,END_OF_NR,Landing,9660.0,R100,2020-01-29T06:27:24.365Z,2020-01-29T06:27:36.646Z,110.0,task
29684,793,END_OF_NR,Landing,6097.0,R100,2020-02-07T17:09:01.784Z,2020-02-07T17:09:14.951Z,108.0,task
29685,793,END_OF_NR,Distance,44827.0,R100,2020-02-13T09:18:40.302Z,2020-02-13T09:19:25.386Z,105.0,task
29686,793,END_OF_NR,Conversion,12356.0,R100,2020-03-04T06:31:17.651Z,2020-03-04T06:31:30.065Z,99.0,task
29687,793,END_OF_NR,Distance,14465.0,R100,2020-03-11T06:26:17.817Z,2020-03-11T06:26:32.199Z,104.0,task
29688,793,END_OF_NR,Conversion,8589.0,R100,2020-03-13T08:17:40.488Z,2020-03-13T08:17:49.073Z,97.0,task
29689,793,END_OF_NR,Comparison,989.0,R100,2020-03-23T14:44:02.511Z,2020-03-23T14:45:09.389Z,94.0,task
29690,793,END_OF_NR,Comparison,1573.0,R100,2020-03-24T09:55:16.290Z,2020-03-24T09:55:38.077Z,103.0,task
29691,793,END_OF_NR,Landing,6081.0,R100,2020-03-25T09:16:40.249Z,2020-03-25T09:16:47.951Z,108.0,task
29692,793,END_OF_NR,Distance,13168.0,R100,2020-03-26T09:13:11.977Z,2020-03-26T09:13:25.373Z,104.0,task
29693,793,END_OF_NR,Comparison,1118.0,R100,2020-03-27T09:41:14.863Z,2020-03-27T09:41:17.658Z,103.0,task
29694,793,END_OF_NR,Conversion,5789.0,R100,2020-03-30T06:41:36.045Z,2020-03-30T06:41:42.059Z,98.0,task
29695,793,END_OF_NR,Conversion,7624.0,R100,2020-03-30T07:21:41.355Z,2020-03-30T07:21:49.222Z,97.0,task
29696,793,END_OF_NR,Distance,16133.0,R100,2020-03-31T11:32:51.804Z,2020-03-31T11:33:08.189Z,105.0,task
29697,793,END_OF_NR,Comparison,868.0,R100,2020-03-31T12:35:18.584Z,2020-03-31T12:35:20.989Z,94.0,task
29698,793,END_OF_NR,Distance,11617.0,R100,2020-04-01T07:21:31.221Z,2020-04-01T07:21:43.070Z,105.0,task
29699,793,END_OF_NR,Conversion,20509.0,R100,2020-04-03T08:41:45.571Z,2020-04-03T08:44:10.169Z,99.0,task
29700,793,END_OF_NR,Comparison,1268.0,R100,2020-04-06T07:55:06.253Z,2020-04-06T07:55:09.212Z,94.0,task
29701,793,END_OF_NR,Conversion,6695.0,R100,2020-04-07T08:46:38.519Z,2020-04-07T08:46:45.238Z,99.0,task
29702,793,END_OF_NR,Secret Number,47271.0,R100,2020-04-08T07:16:41.073Z,2020-04-08T07:17:28.537Z,107.0,task
29703,793,END_OF_NR,Secret Number,106991.0,R100,2020-04-27T07:43:51.737Z,2020-04-27T07:45:42.053Z,107.0,task
29704,793,NORMAL,Calculator: Division,3861.0,R20,2020-04-27T08:28:33.843Z,2020-04-27T08:28:37.797Z,90.0,task
29705,793,END_OF_NR,Landing,6098.0,R100,2020-04-29T04:33:54.572Z,2020-04-29T04:34:07.978Z,108.0,task
29706,793,END_OF_NR,Order,3906.0,R100,2020-05-04T07:19:24.885Z,2020-05-04T07:19:29.032Z,106.0,task
29707,793,END_OF_NR,Conversion,3703.0,R100,2020-05-06T05:08:31.990Z,2020-05-06T05:08:36.153Z,98.0,task
29708,793,END_OF_NR,Landing,6083.0,R100,2020-05-08T06:39:31.427Z,2020-05-08T06:39:46.092Z,108.0,task
29709,793,END_OF_NR,Landing,6208.0,R100,2020-05-11T12:33:51.559Z,2020-05-11T12:33:59.601Z,108.0,task
29710,793,END_OF_NR,Estimation on Number Line,4660.0,R100,2020-05-12T11:01:54.188Z,2020-05-12T11:01:58.766Z,100.0,task
29711,793,END_OF_NR,Secret Number,44916.0,R100,2020-05-13T06:02:44.400Z,2020-05-13T06:03:29.269Z,107.0,task
29713,793,END_OF_NR,Comparison,811.0,R100,2020-05-27T16:49:25.253Z,2020-05-27T16:49:27.281Z,103.0,task
29714,793,END_OF_NR,Distance,11974.0,R100,2020-06-02T12:05:16.029Z,2020-06-02T12:05:27.935Z,104.0,task
29715,793,END_OF_NR,Estimation on Number Line,1818.0,R100,2020-06-03T14:01:49.032Z,2020-06-03T14:01:51.094Z,100.0,task
29716,793,END_OF_NR,Landing,9956.0,R100,2020-06-05T06:14:47.441Z,2020-06-05T06:14:58.583Z,110.0,task
29717,793,END_OF_NR,Conversion,17154.0,R100,2020-07-06T06:26:04.824Z,2020-07-06T06:26:21.991Z,99.0,task
29718,794,NORMAL,Subitizing,37211.0,R10,2015-10-19T09:36:20.161Z,2015-10-19T09:36:57.372Z,1.0,task
29719,794,NORMAL,Conversion,7983.0,R10,2015-10-21T09:12:54.219Z,2015-10-21T09:13:02.202Z,4.0,task
29720,794,NORMAL,Landing,7607.0,R10,2015-10-22T10:11:19.180Z,2015-10-22T10:11:26.787Z,17.0,task
29721,794,NORMAL,Conversion,9041.0,R20,2015-10-23T15:53:35.680Z,2015-10-23T15:53:44.721Z,35.0,task
29722,794,NORMAL,Landing,8604.0,R20,2015-10-27T12:24:13.711Z,2015-10-27T12:24:22.315Z,51.0,task
29723,794,NORMAL,Comparison,3184.0,R100,2015-11-02T11:31:26.734Z,2015-11-02T11:31:29.918Z,94.0,task
29724,794,NORMAL,Landing,8947.0,R100,2015-11-04T17:22:23.322Z,2015-11-04T17:22:32.269Z,110.0,task
29725,794,NORMAL,Landing,7591.0,R100,2015-11-06T11:34:38.072Z,2015-11-06T11:34:45.663Z,112.0,task
29726,794,NORMAL,Calculator,22074.0,R100,2015-11-06T17:05:19.384Z,2015-11-06T17:05:41.458Z,121.0,task
29727,794,END_OF_NR,Landing,17163.0,R100,2015-11-15T18:42:06.332Z,2015-11-15T18:42:23.495Z,110.0,task
29728,794,END_OF_NR,Order,22553.0,R100,2015-11-16T16:07:28.669Z,2015-11-16T16:07:51.222Z,106.0,task
29729,794,END_OF_NR,Landing,13857.0,R100,2016-01-19T18:47:55.876Z,2016-01-19T18:48:09.733Z,111.0,task
29730,794,END_OF_NR,Conversion,10315.0,R100,2016-01-20T12:17:53.845Z,2016-01-20T12:18:04.160Z,97.0,task
29731,794,END_OF_NR,Landing,13907.0,R100,2016-01-23T17:14:34.057Z,2016-01-23T17:14:47.964Z,109.0,task
29732,794,END_OF_NR,Order,80632.0,R100,2016-01-24T11:31:48.082Z,2016-01-24T11:33:08.714Z,106.0,task
29733,794,END_OF_NR,Comparison,338787.0,R100,2016-01-27T11:38:50.591Z,2016-01-27T11:44:29.378Z,94.0,task
29734,794,NORMAL,Estimation,4326.0,R1000,2016-01-28T16:35:34.906Z,2016-01-28T16:35:39.232Z,167.0,task
29735,794,NORMAL,Landing,16781.0,R1000,2016-01-31T15:01:54.429Z,2016-01-31T15:02:11.210Z,180.0,task
29736,794,NORMAL,Landing,11160.0,R1000,2016-02-01T15:35:52.305Z,2016-02-01T15:36:03.465Z,181.0,task
29738,794,END_OF_NR,Conversion,111151.0,R1000,2016-02-11T07:26:42.354Z,2016-02-11T07:28:33.505Z,171.0,task
29739,794,END_OF_NR,Estimation,10642.0,R1000,2016-02-15T14:59:33.635Z,2016-02-15T14:59:44.277Z,167.0,task
29740,794,END_OF_NR,Secret Number,90679.0,R1000,2016-02-17T12:50:07.639Z,2016-02-17T12:51:38.318Z,178.0,task
29741,794,END_OF_NR,Secret Number,75685.0,R1000,2016-02-20T11:12:45.831Z,2016-02-20T11:14:01.516Z,178.0,task
29742,794,END_OF_NR,Conversion,39429.0,R1000,2016-02-23T17:21:00.437Z,2016-02-23T17:21:39.866Z,170.0,task
29743,794,END_OF_NR,Secret Number,59143.0,R1000,2016-03-02T11:42:38.379Z,2016-03-02T11:43:37.522Z,178.0,task
29744,794,END_OF_NR,Landing,12926.0,R1000,2016-03-04T16:46:01.085Z,2016-03-04T16:46:14.011Z,181.0,task
29745,794,END_OF_NR,Landing,10565.0,R1000,2016-03-08T17:22:53.313Z,2016-03-08T17:23:03.878Z,180.0,task
29746,794,END_OF_NR,Comparison,10804.0,R1000,2016-03-13T16:59:09.913Z,2016-03-13T16:59:20.717Z,166.0,task
29747,794,END_OF_NR,Conversion,22348.0,R1000,2016-03-14T18:08:09.552Z,2016-03-14T18:08:31.900Z,171.0,task
29748,794,END_OF_NR,Estimation,57986.0,R1000,2016-03-17T16:42:20.509Z,2016-03-17T16:43:18.495Z,167.0,task
29749,794,END_OF_NR,Landing,22541.0,R1000,2016-03-24T16:57:41.641Z,2016-03-24T16:58:04.182Z,180.0,task
29750,794,END_OF_NR,Landing,14307.0,R1000,2016-04-03T16:28:10.732Z,2016-04-03T16:28:25.039Z,179.0,task
29751,794,END_OF_NR,Distance,34775.0,R1000,2016-04-04T15:50:33.956Z,2016-04-04T15:51:08.731Z,176.0,task
29752,794,END_OF_NR,Comparison,6868.0,R1000,2016-04-05T15:09:29.428Z,2016-04-05T15:09:36.296Z,166.0,task
29753,794,END_OF_NR,Landing,12625.0,R1000,2016-04-24T07:03:46.822Z,2016-04-24T07:03:59.447Z,181.0,task
